x,y,category
-4.756405,9.422337,7
1.4658586,13.1544895,9
0.47128513,5.099669,8
5.4947433,7.151182,5
-1.3192011,11.408966,9
2.7426138,0.29128426,2
-2.5241256,0.027627522,1
-2.1296446,-1.2497343,1
-1.486363,13.863103,4
-0.80941397,14.849567,4
4.2644863,8.760739,5
10.12836,2.7452743,6
-1.4064178,14.490184,4
-3.4775407,-1.3745099,1
4.320316,-1.7126255,2
6.372558,5.863236,5
4.5050244,3.4650264,3
-1.2602851,11.037721,9
5.536775,3.4866607,3
1.2646329,12.774939,9
15.010831,7.9192085,0
5.1147795,6.3589387,5
-1.5748285,11.238678,9
10.860939,4.168403,6
3.8037264,8.926731,5
-4.1330705,10.658943,7
-1.4535277,14.057785,4
-3.200628,-0.46450427,1
5.423772,3.3367739,3
-1.0805178,12.901255,4
15.035403,7.194441,0
1.4489021,14.813669,4
0.4447004,4.725476,8
14.521832,7.016083,0
-1.5515313,14.689678,4
4.7465277,5.3770475,3
11.042074,5.233903,6
1.2868006,5.27098,8
-4.365913,8.995653,7
10.728527,3.4927664,6
15.46902,6.728489,0
-4.138961,11.522412,9
-4.038256,8.557424,7
5.3249626,6.360438,5
-3.926828,9.073197,7
4.068201,-1.98956,2
-2.7720065,0.6654259,1
-3.4312074,-2.4378424,1
11.173065,4.586444,6
1.5940517,6.0076046,8
-1.5120465,10.956766,9
0.16169068,14.70899,4
-3.3804226,1.1786132,1
5.069465,6.3357553,5
4.3734922,-2.028259,2
2.8264837,-0.06069718,2
-1.5477374,9.865669,9
14.343426,6.397304,0
5.4793644,3.279747,3
1.2079196,12.367375,9
11.177103,5.460576,6
-3.8220558,10.4761715,7
4.010518,-2.1075556,2
14.7106905,6.517065,0
5.5047235,3.1674328,3
5.3631926,8.306881,5
-1.4369817,14.591502,4
5.9171295,4.998486,3
10.504026,4.274843,6
5.379065,7.4441223,5
2.1729672,5.5414004,8
0.9695103,12.321563,9
4.027522,8.7273445,5
-1.1697847,13.7501,4
-4.4927025,8.900329,7
-0.8052179,14.485432,4
4.1770725,-1.9891312,2
-0.31859845,11.878941,7
5.3639135,3.2978923,3
-1.2637897,13.129934,4
0.274534,4.6431475,8
0.49296674,12.3498535,9
-3.4033408,1.2099044,1
4.1217685,3.756826,9
4.433491,-1.8871922,2
1.6375356,5.5558033,8
-4.5497293,9.105304,7
0.2705544,11.993685,9
-3.5127647,1.4670283,1
3.4339154,5.8965034,8
-3.5558946,8.868609,7
-0.6343242,13.045762,4
-3.2386928,1.848987,1
4.102645,4.4900703,3
-3.2430341,1.0281559,1
-1.6100876,-3.921218,1
15.234234,7.0590734,0
1.6944522,-0.6790816,2
4.580874,3.326695,3
-0.3665884,11.772546,9
-2.0734437,14.027701,4
-0.72549456,11.570985,9
3.5026574,-1.9524126,2
-1.8489356,-2.1576188,1
11.114698,4.6741333,6
1.0989692,4.687941,8
-1.288995,14.287583,4
-3.0939605,10.230346,7
-5.07287,9.791544,7
-0.77680105,13.804247,4
-1.5281631,14.5148325,4
0.49196115,12.345908,9
4.2089577,-2.1255279,2
2.3133495,5.8097835,5
-4.6237917,8.857215,7
3.1109798,-1.127233,2
-2.225859,14.102578,4
0.8488487,14.897145,4
3.8397071,-1.9550956,2
-2.0595584,-2.909701,1
-0.91675985,10.470017,9
-4.077909,11.239735,7
4.074972,-2.1391313,2
3.699345,6.3330846,8
-4.1377954,8.918911,7
9.791469,3.61887,6
-1.503493,10.479082,9
2.0716116,-1.3116546,2
4.380151,-1.9993824,2
4.3469987,5.161615,3
-0.09501073,5.008454,8
-1.9032469,-3.8211827,1
11.104117,4.2995114,6
5.7129016,7.7094817,5
-3.1877992,1.8072143,1
-2.840921,-3.5775797,1
15.988651,6.6787925,0
2.87601,-0.8346775,2
10.303293,3.8361688,6
-0.92222834,14.594867,4
4.2865043,8.586725,5
4.5647745,5.1264076,8
5.414484,3.3693597,3
-1.9309518,-4.020277,1
4.383422,8.555065,5
-3.2588997,-1.972077,1
-1.4700761,9.874431,9
2.1351774,-0.7398457,2
-3.8847134,8.547607,7
-1.7948831,13.041114,4
-1.6432679,14.440108,4
-0.5604182,13.1301775,4
-0.26725057,5.178494,8
-3.1210582,0.13674693,1
3.5889316,9.368101,5
3.5426939,9.575635,8
-1.4284359,10.325207,9
5.6639843,8.454439,5
10.966974,4.1566267,6
-3.4879124,10.037724,7
-1.6866457,9.975696,9
0.81346124,12.895421,9
5.2590475,2.9729557,3
-5.418676,10.725122,7
15.787357,6.947457,0
0.42447183,12.50826,9
15.091866,8.072852,0
9.96631,3.8453448,6
10.693335,4.4424515,6
3.933339,-1.2109811,2
5.5221076,3.363284,3
1.4244893,12.665804,9
15.497798,8.180425,0
-4.6111746,10.742276,7
3.766701,8.975524,5
0.020542704,14.186631,4
-0.13256158,4.6921906,8
14.69818,8.334936,0
-1.7384882,10.797172,9
-0.8281,14.136036,4
-3.1734154,1.6895111,1
1.6822846,-0.4944324,2
0.4261856,4.9226356,8
-5.0920753,11.573574,7
-3.160113,1.7496935,1
4.097661,-1.525832,2
10.963439,4.1172147,6
-2.7019286,-2.016256,1
14.613077,5.995862,0
5.9556975,4.6286883,3
16.315514,7.3215084,0
-3.365149,-2.9388616,1
-3.7004843,1.0939784,1
0.9909182,5.0804176,8
4.2486215,-1.7523427,2
14.695435,7.8376474,0
3.751636,4.318337,3
0.8327055,12.077456,9
-1.2387401,15.02853,4
15.830871,8.157677,0
3.8362734,9.506777,5
14.809973,8.54742,0
11.207233,3.9310107,6
-3.6299968,0.041987713,1
-4.411523,8.466406,7
2.722085,12.595356,7
0.085324064,5.767131,8
-2.018404,-3.619957,1
-1.8061523,9.5764885,9
-1.9229038,-1.1786424,2
16.387417,7.0111465,0
5.018687,8.288794,5
-3.9124417,2.2861295,1
3.5244315,-0.3006331,2
4.4225736,-1.413643,2
-3.4475684,10.546747,7
4.549233,4.150021,3
5.1897554,8.454471,5
-1.9357455,15.187882,4
-0.98523325,11.457709,9
-3.8921216,8.048596,7
-3.1019328,-3.3034587,1
-0.1175593,5.581279,8
4.701888,5.669521,3
-2.1454973,8.854875,9
10.637,6.3431406,6
16.484703,7.656882,0
5.785673,4.689468,3
-3.911794,3.0462065,1
-3.8839521,0.903972,1
4.3108873,-1.7551692,2
14.127177,7.612648,6
5.5388083,4.190716,3
5.976801,7.252119,5
-3.3187144,7.779585,7
9.857645,4.0031395,6
0.6457326,4.875954,8
-3.8432667,10.535101,3
-2.2132263,8.715728,9
5.458056,8.358991,5
-0.04756525,4.727687,8
5.337876,6.935436,5
-4.8388324,9.096598,7
11.497657,6.2182703,6
-3.90147,2.1699133,1
-4.0833044,2.3335226,1
4.394559,3.1229253,3
-3.3251758,0.11387953,1
-3.4023492,7.894416,7
4.915611,8.612664,5
3.956165,9.506442,5
5.978139,5.510283,5
4.5317764,-1.8314457,2
4.697576,7.4485383,5
0.71360445,5.1956344,8
-3.6798902,9.740268,7
16.475315,6.881165,0
0.15272354,11.9370365,9
-4.8945503,8.80154,7
-4.7588296,10.022273,7
3.579411,9.5534935,5
14.841863,7.9983945,0
-1.607543,9.431017,9
14.801155,8.3009615,0
16.489492,6.180737,0
3.2769456,6.5679045,8
-1.9744956,9.095773,9
2.8350923,-0.508267,2
-2.4576118,15.075336,4
2.4116757,6.2901073,8
-3.8700836,3.2695882,1
10.523932,5.936323,6
-3.8589625,3.05922,1
10.468954,4.964835,6
3.8799086,9.037362,5
-3.3017719,0.31685182,1
1.020954,5.486637,8
3.770912,4.059308,3
-2.0205998,14.790959,4
14.634384,5.935083,0
4.471743,9.117667,5
5.8025827,4.5460424,5
0.8693435,4.862391,8
5.9186835,4.921449,3
10.593866,3.6888382,6
4.348366,-1.1481233,2
4.805468,3.2168782,3
0.43165982,12.157934,9
4.4901094,-1.482911,2
-2.71098,-1.9702784,1
-3.8310764,1.8918374,1
5.040227,6.8981266,5
4.2951126,-1.7695996,2
-2.6558087,-2.4442275,1
4.9710326,3.2233455,3
2.5319645,0.20295072,2
0.14130712,4.716329,8
-3.0054047,8.942857,7
5.334039,2.9634175,3
-5.226171,10.882531,7
4.4245334,-2.0387974,2
-0.60984373,14.588172,4
11.124649,3.6909797,6
-0.35837162,12.018969,9
-3.7984862,8.151273,7
3.419793,-1.1934094,2
-2.287167,14.794423,4
3.3084104,-0.6552911,2
0.43721786,5.101004,8
-3.080884,-2.4466946,1
-4.091057,1.6777376,1
3.9688725,3.909733,3
-0.12677842,4.8605747,8
-0.25305644,13.163279,4
16.469168,6.8379946,0
9.646096,3.856347,6
4.54166,9.712288,5
-0.14526199,11.967972,9
5.0163474,3.0586305,3
13.982992,6.573722,0
-2.16993,8.923836,9
3.687487,-0.8349132,2
-1.8881179,15.284552,4
-3.3046474,8.252163,7
-3.8908508,2.8760579,1
1.1978116,-1.1018519,2
-1.5831189,9.510217,9
-1.1971761,12.69647,4
4.1262484,-2.1197414,2
10.439557,6.1805387,6
-3.866041,2.463442,1
2.7531102,5.574424,8
-1.9938607,9.206703,9
14.410893,7.935525,0
10.946884,3.2907953,6
10.947641,4.073932,6
-3.7883024,8.104387,7
-1.5176327,11.68283,9
-1.8758245,9.054699,9
3.4452562,5.628025,8
16.254065,6.1194386,0
-3.7764394,-0.755141,1
-2.6055634,14.984429,4
1.3760394,14.563188,4
11.063395,3.5159612,6
-4.9639835,11.683255,7
-4.1311393,1.8347572,1
4.7164927,9.147149,5
-3.0622516,8.162109,7
14.213884,7.0607853,0
4.5153303,3.6161926,3
3.5394661,9.244223,5
0.15937844,5.6162963,8
0.31020752,14.436875,4
-3.8877096,8.157339,7
-1.9281555,-3.5789964,1
4.239943,-1.7326105,2
5.002452,6.578834,5
-1.5447192,10.070624,9
5.0605445,7.0464234,5
11.028675,3.183781,6
-3.9821606,9.798182,7
5.580834,8.67056,5
-0.5782171,10.110656,9
4.13888,9.351087,8
3.077084,6.0993752,8
4.603844,3.2302601,3
9.445499,3.6633356,6
-1.9643916,8.88843,9
-5.4501877,10.500862,7
16.10116,5.960823,0
-3.1180444,9.923922,7
3.9865031,-1.1127408,5
-3.7797356,9.550647,7
-3.9458377,2.4194608,1
-2.541553,-3.7546215,1
15.682728,6.399912,0
-5.4574456,11.502527,7
-2.1652193,8.969556,9
3.7967975,-1.807744,2
5.0132937,3.5586863,3
-3.836738,0.7157199,7
4.489508,3.975446,3
1.5898907,-1.3101513,2
-2.5612092,15.049286,4
-2.6663027,-0.4179821,1
10.996193,3.052811,6
2.017151,-0.2351848,2
-3.9591045,8.077257,7
5.795418,7.994279,5
4.783294,9.130415,5
-4.057603,10.276829,7
-2.2800694,15.149227,4
15.021115,6.046809,0
-3.1267502,7.571476,2
11.214377,6.1868496,6
4.5225797,3.0967917,3
9.736194,4.056413,6
-2.686242,14.852789,4
14.556073,6.6945643,0
-2.2287612,15.208093,4
2.5806136,0.108676955,2
11.135263,3.1644013,6
14.76217,5.7825346,0
16.761726,6.367859,0
14.069169,7.254109,0
15.864697,6.355117,0
5.6000795,5.9065223,3
-3.9228356,1.6078726,1
10.23179,3.3502753,6
4.054152,-1.5331904,2
-2.247571,-0.72582674,2
5.734365,3.804886,3
-3.247471,-1.2061973,1
-1.2586246,15.246332,4
-3.1400998,-3.0479863,1
6.0284715,7.4772696,5
-1.5621785,14.713697,4
11.432872,4.4265976,6
0.9966276,13.70244,4
-4.132128,8.320134,7
3.4488199,-1.5146763,2
0.17118661,4.782177,8
-5.117039,11.518747,7
-0.5714381,10.824671,9
2.0324337,-0.6092923,2
15.9326,6.4029317,0
5.365875,7.4490013,5
-3.7887545,1.6767396,1
0.022082571,14.30433,4
3.6742816,-0.4805678,2
2.1868145,6.324056,8
5.479243,3.2797606,3
1.8792884,-1.641153,2
-1.4236292,15.305454,4
-3.258871,1.058336,1
6.144178,7.0732093,5
-1.6368783,14.768315,4
11.463726,4.4406786,6
14.493748,6.6190767,0
-4.7002087,8.842938,7
1.6122994,12.39567,9
-0.20773014,4.807487,8
0.9912473,14.070391,4
-1.3160777,10.514956,9
2.196826,5.983681,8
15.982735,6.951875,0
-2.5603952,-3.0789886,1
-4.1092815,2.0820231,1
15.909538,5.7025447,0
4.033581,-1.8205466,2
2.3243127,-0.9379694,2
5.4727697,3.283661,3
3.997174,-1.2593614,2
-1.5366763,15.268139,4
0.12302986,13.286097,4
5.2835016,7.202154,5
-2.455052,-3.585463,8
11.171413,3.5437677,6
4.872777,7.0173025,5
-4.2100797,8.2154045,7
-4.9738426,11.048453,7
-0.058597494,4.768156,8
2.6181195,6.2141266,8
-0.83515847,10.579729,9
-3.0900896,9.046168,7
-1.31343,15.2989645,4
-3.9178634,10.498959,7
5.483779,3.2370567,3
1.964259,-1.2469019,2
16.080122,6.8964324,0
2.0921688,6.1347733,8
11.14351,3.3186827,6
3.412266,5.616675,8
11.107737,3.1476035,6
-2.171817,-4.396257,1
11.392261,3.8892379,6
1.8808264,5.087178,8
-0.65948915,10.689296,9
-0.23563376,15.087062,4
16.258598,6.714283,0
-0.8535874,11.994145,9
16.44724,6.358836,0
-1.2668382,12.968054,4
-3.7121649,2.2363102,1
5.162191,7.0329337,5
-2.1372347,15.246389,4
-3.9330866,11.073146,7
5.675306,7.874315,5
4.72153,4.978094,3
-4.101278,8.191037,7
-1.6795377,13.011989,4
-1.0174258,9.892904,9
1.7877793,6.320987,8
5.3750534,7.9837933,5
1.6875471,5.856434,8
11.320838,3.5088208,6
4.5275297,5.801012,3
0.35987556,5.1767726,8
10.243174,5.4949245,6
-0.11227715,10.7831,9
1.5657403,13.080138,9
-2.853885,1.2088791,1
1.5473489,5.6792107,8
5.67339,3.889221,3
5.6726933,7.1987615,5
0.2149966,5.1651764,8
11.6133795,6.8689227,6
5.592383,8.21865,5
-0.5437005,10.323409,9
-4.323592,9.478366,7
4.3557916,-1.7161497,2
4.3635793,8.541199,5
14.124031,5.689019,0
0.5469754,5.219778,8
5.719352,7.6264644,5
-3.2320848,2.0536678,1
-1.7529082,-3.4531639,1
16.259304,6.729637,0
0.044264864,11.511193,9
-3.159883,1.9847713,1
1.6133891,4.854123,8
11.074162,3.225213,6
-4.0884547,11.448532,7
16.151012,7.0594277,0
-0.016164187,12.6082115,9
5.767458,3.7986574,3
15.564922,7.929021,0
0.25399017,5.061961,8
3.057976,6.201616,8
-0.7843539,10.349338,9
10.690316,2.9174893,6
-3.3966246,8.2850065,7
1.0961783,5.1035094,8
-1.6377717,14.605115,4
-4.297048,10.666101,7
5.832637,7.705431,5
-0.054432154,11.807132,9
3.6546109,-0.71362495,2
10.500797,4.929555,6
-3.5462315,8.262523,7
0.9450188,14.759855,4
5.903695,7.7369013,5
-0.10820073,11.592675,9
3.5021539,-0.51724017,2
3.9034498,4.6634436,3
-2.8556216,1.149022,1
10.109707,5.127665,6
5.4971056,3.2547104,3
0.2688585,12.249603,9
3.724728,-0.65481603,2
2.2221289,-1.2253337,2
5.975719,7.2623277,5
10.421727,4.037217,6
0.45838967,4.646598,8
14.848979,6.854753,0
-4.3428845,9.158557,7
-4.9471993,11.739219,7
-3.7826436,2.8295977,1
-1.9736178,10.427194,9
0.21958524,5.2248664,8
-3.8680258,11.286683,7
16.30145,6.2635674,0
1.9810448,12.993214,9
-1.2662435,10.181165,9
1.4216406,14.736731,4
11.007258,3.3549523,6
1.7277254,-1.0910059,2
0.3845876,5.043939,8
6.1926494,6.599785,5
-2.8656788,1.2220309,1
-0.7125502,13.909804,4
-2.955573,1.4412439,1
5.4473004,7.239536,5
5.943026,7.552874,5
-3.52905,-1.996571,1
-3.8767443,8.557691,7
4.8798246,4.2381043,3
11.027872,3.6459963,6
0.7066658,14.171408,4
5.3254304,2.9913058,3
4.484611,-1.4769188,2
5.839434,7.8023243,5
9.718817,4.491968,6
-1.3795731,15.221374,4
1.27962,14.49121,4
15.906782,5.820951,0
-1.3115035,14.142183,4
-1.1677577,15.276443,4
9.981572,3.3054938,6
-4.000668,8.541727,7
0.6634328,11.815561,2
-1.2849046,15.289685,4
4.1797247,4.03739,3
5.8208528,3.304989,3
0.7044117,5.5782084,8
16.244005,6.305881,0
15.616036,6.5502443,0
5.54531,3.3963447,3
2.7024894,-0.6380969,2
3.2597346,0.033474505,2
-2.9367955,9.796547,9
0.12493865,4.957491,8
2.9013546,-1.4900755,2
5.5713124,3.3020904,3
-4.2622085,10.159795,7
15.901041,5.9591966,0
-1.7021227,-4.4485908,1
-3.2139192,1.6852238,1
14.613935,8.158605,0
4.340179,-1.4207327,2
5.6751447,4.5811987,3
4.825293,5.5094275,3
2.1904995,6.110469,8
-0.32558307,14.799253,4
3.8662527,3.9762714,3
3.4136806,9.6904745,5
-4.1849017,8.784435,7
10.758891,4.0350866,6
1.0720911,14.854417,4
-5.206345,9.784312,7
-3.7401023,-0.38879547,7
0.041151702,5.2043414,8
5.297864,6.6049943,5
-0.5725844,10.252782,9
-3.6580849,10.0945,7
16.608887,6.4845285,0
4.7506742,4.8212852,3
-3.230719,1.7747629,1
-1.9299636,-2.5459714,6
4.339278,-1.8426964,2
-1.828698,13.609641,4
4.8361287,4.6706195,3
-2.0183232,15.28324,4
-1.4473927,15.15139,4
-3.7296102,10.376704,7
3.531054,9.205749,5
-1.4304736,11.753793,9
11.047197,3.587733,6
15.361926,6.749566,9
16.289452,6.04958,0
-4.6565423,11.112397,7
-3.7476358,2.3174198,1
0.24603236,13.901004,4
4.5846562,-1.6431313,2
-5.423303,11.503933,7
5.333343,3.615504,3
11.23817,5.403936,6
-4.321911,8.22764,7
5.5354223,8.679601,5
-0.44200745,5.0806084,8
0.37673348,14.729765,4
3.6575122,9.468007,5
5.7686353,6.804321,5
4.493273,-1.8105694,2
-3.111557,8.583709,7
-3.380455,2.087626,1
-2.4918742,-1.3700528,1
3.7525377,9.485749,5
9.473747,3.35737,6
0.1520786,5.307902,8
5.0293303,6.274906,5
0.42054597,5.566059,8
0.8462011,14.53147,4
15.740685,6.0319877,0
-4.3912787,9.171931,7
-0.07964946,10.483172,9
-0.7480662,10.170947,9
4.5408883,-2.0039542,2
0.8612518,12.563411,9
-4.683297,8.677912,7
-4.8706408,9.410336,7
-0.67379344,5.055366,8
-3.4469783,11.010114,7
-2.1820736,15.22804,4
1.6219866,-1.4198179,2
10.569662,2.613731,6
1.1494942,12.22006,9
-3.5715787,1.9594584,1
-5.310654,9.569369,7
15.747599,5.563781,0
11.286423,5.553015,6
-2.0397773,14.313905,4
2.0001974,-1.6881417,2
3.5775812,9.741085,5
-3.105354,8.581314,7
15.898069,6.2921615,0
-3.5665972,9.901827,7
-3.7370605,2.2148545,1
14.355453,6.170897,0
4.365362,3.963791,3
-3.9976113,8.82548,7
10.703907,2.9513028,6
6.0159597,7.2198935,5
15.625807,5.6282396,0
10.040988,4.2367496,6
-3.2479253,2.3037784,1
4.988193,7.7332463,5
-3.4603934,2.0118303,1
-4.8461733,10.16063,7
0.20004687,4.8216095,8
4.7962,8.889858,5
16.243944,6.3145576,0
5.2326474,5.8025694,3
-1.4065123,15.279826,4
-3.3255942,10.734489,7
-4.8686485,9.255661,7
5.3874235,6.569493,5
-4.548859,8.398233,7
1.125634,6.0545297,8
10.810637,2.9937117,6
2.7869418,6.5000424,9
5.7193913,3.995358,3
1.2511734,5.804985,8
10.833031,2.7462323,6
-1.5950259,-4.0693917,1
15.782192,5.7054253,0
-1.3084214,11.855847,9
-4.3645177,8.203647,7
-2.3249426,-2.8067422,1
4.3655787,3.914058,3
14.518857,8.347005,0
3.7659903,9.12589,5
11.178746,6.201249,6
-1.7895759,15.128597,4
-0.41649574,14.559133,4
4.541771,-1.9095063,2
0.85818857,14.587797,4
-1.25222,15.241767,4
5.973772,4.899574,3
-3.5316055,2.0260253,1
-5.23375,10.489053,7
-4.8203216,8.686592,7
9.559845,4.0569363,6
16.234415,6.0232005,0
5.9642897,5.100242,3
10.666862,2.6533742,6
14.536711,6.1373363,0
-4.431698,8.444595,7
-3.1949306,-3.4748693,1
-3.6170492,2.6516836,1
0.26683283,13.353795,4
-0.75272316,9.984193,9
-0.25582606,13.819732,4
4.095896,3.9145944,3
-0.88874966,14.804682,4
-0.48939148,4.9758983,8
4.0570226,-1.8373424,2
4.440327,-2.119266,2
-3.143566,-1.0405052,1
-0.48108518,5.116817,8
-4.8817387,11.37581,7
16.330294,6.4187336,0
1.9484172,5.2787395,8
-3.6040313,1.6684858,1
14.238298,7.144561,0
-5.163332,9.698115,7
9.79903,3.3809605,6
5.69998,3.7250257,3
-3.5356934,9.923943,7
-4.6681232,8.641362,7
4.6097183,7.0648155,5
0.47039366,4.761285,8
1.5159321,5.6737947,8
-1.8562065,10.172501,9
15.126296,8.629995,0
16.412962,6.4733715,0
4.011952,-0.883258,4
